,image,pred,actual,group,spurious,correct,caption
9889,172660.jpg,0,0,1,1,1,actor attends the premiere of season.
9890,172661.jpg,0,0,1,1,1,"politician , a former judge , is retiring."
9891,172662.jpg,0,0,0,0,1,"person , who is now a model , has been living with her mother."
9892,172663.jpg,0,0,1,1,1,actor attends the premiere of the film.
9893,172664.jpg,0,0,0,0,1,actor is the face of beauty.
9894,172665.jpg,1,1,2,0,1,"person , the queen of crowns."
9895,172666.jpg,0,0,0,0,1,actor at the premiere of comedy film.
9896,172667.jpg,0,0,1,1,1,actor at the premiere of thriller film.
9897,172668.jpg,0,0,0,0,1,i want my hair like this !.
9898,172669.jpg,0,0,1,1,1,actor at the premiere of animation film.
9899,172670.jpg,0,0,0,0,1,"actor , who plays person in the film , has been cast in the role of person."
9900,172671.jpg,1,1,2,0,1,actor at the premiere of thriller film.
9901,172672.jpg,0,0,1,1,1,person with a smile on his face.
9902,172673.jpg,0,0,0,0,1,"person , a former contestant , is seen here at the start of the pageant."
9903,172674.jpg,0,0,1,1,1,actor attends the premiere of.
9904,172675.jpg,1,1,2,0,1,actor with a new hair color.
9905,172676.jpg,0,0,0,0,1,"person , was a graduate last year."
9906,172677.jpg,0,1,2,0,0,actor at the premiere of film.
9907,172678.jpg,0,0,0,0,1,actor is the face of person.
9908,172679.jpg,1,0,0,0,0,actor with her hair in a bob.
9909,172680.jpg,0,0,1,1,1,"artist , the lead singer of heavy metal artist."
9910,172681.jpg,0,0,1,1,1,actor attends the premiere during festival.
9911,172682.jpg,0,0,0,0,1,i love the color of her hair.
9912,172683.jpg,0,0,0,0,1,i love the hair color.
9913,172684.jpg,0,0,0,0,1,actor in a scene from the movie.
9914,172685.jpg,0,0,0,0,1,actor at the premiere of thriller film.
9915,172686.jpg,0,0,1,1,1,actor at the premiere of romance film.
9916,172687.jpg,0,0,0,0,1,a model wears a creation by person.
9917,172688.jpg,0,0,0,0,1,actor is the face of person.
9918,172689.jpg,0,0,1,1,1,actor is the only person who can pull off glasses like this.
9919,172690.jpg,0,0,1,1,1,actor is a man with a very long nose.
9920,172691.jpg,1,1,2,0,1,actor arrives at the premiere.
9921,172692.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
9922,172693.jpg,0,0,0,0,1,actor is the face of person.
9923,172694.jpg,0,0,1,1,1,actor - the man of my dreams.
9924,172695.jpg,0,0,1,1,1,actor is photographed for the observer.
9925,172696.jpg,0,0,1,1,1,actor arrives at the premiere.
9926,172697.jpg,0,0,1,1,1,hip hop artist is seen on the set.
9927,172698.jpg,0,0,0,0,1,actor - i love her hair and makeup.
9928,172699.jpg,1,0,0,0,0,actor with a wavy hairstyle.
9929,172700.jpg,0,0,1,1,1,i want my hair like this !.
9930,172701.jpg,0,0,1,1,1,person is a singer and songwriter.
9931,172702.jpg,0,0,0,0,1,"person , who is a singer , said she was."
9932,172703.jpg,0,0,0,0,1,"person , a swimmer , was the first swimmer to win gold medals."
9933,172704.jpg,0,0,0,0,1,i want my hair like this !.
9934,172705.jpg,0,0,0,0,1,i love the color of her hair.
9935,172706.jpg,0,0,0,0,1,person is a model and actress.
9936,172707.jpg,0,0,1,1,1,actor at the premiere of thriller film.
9937,172708.jpg,0,0,0,0,1,"person , who was last seen in the area , was last seen on friday."
9938,172709.jpg,0,1,3,1,0,"i 'm not a fan of the hair color , but i love the style of this boy."
9939,172710.jpg,0,0,0,0,1,a model wears a fur coat by film costumer designer.
9940,172711.jpg,1,1,2,0,1,actor arrives for the premiere.
9941,172712.jpg,0,0,1,1,1,"person , a former contestant , is shown in this undated image."
9942,172713.jpg,0,0,1,1,1,"politician , who is the president , has been accused of corruption."
9943,172714.jpg,0,0,1,1,1,person was a former contestant.
9944,172715.jpg,0,0,0,0,1,"person , who was born with a rare genetic condition , has been battling cancer."
9945,172716.jpg,0,0,1,1,1,"person , who was born and raised , died at age."
9946,172717.jpg,0,0,0,0,1,"actor is a model , actress and actress."
9947,172718.jpg,0,0,1,1,1,"person , who has been a member , has been a volunteer."
9948,172719.jpg,0,0,1,1,1,person is a boxer who has won medals.
9949,172720.jpg,0,0,0,0,1,"person , a model , is seen in this undated image."
9950,172721.jpg,0,0,1,1,1,actor - i 'm not a fan of the hair but i love the face.
9951,172722.jpg,0,0,1,1,1,"person , who was the first person to be evicted from his home , was a happy man."
9952,172723.jpg,0,0,1,1,1,actor at the premiere of science fiction film.
9953,172724.jpg,0,0,0,0,1,tennis player has a face like that.
9954,172725.jpg,0,0,1,1,1,"politician , the candidate for the seat."
9955,172726.jpg,0,0,0,0,1,actor with a wavy hairstyle.
9956,172727.jpg,0,0,0,0,1,"person , a former contestant , is shown in this undated image."
9957,172728.jpg,1,1,2,0,1,actor at the premiere of thriller film.
9958,172729.jpg,0,0,1,1,1,person was suspended for the first game of the season.
9959,172730.jpg,0,0,1,1,1,"i 'm not a fan of men 's hair , but i love this man."
9960,172731.jpg,0,0,0,0,1,how to get a perfect natural hair.
9961,172732.jpg,0,0,0,0,1,actor - i love her hair !.
9962,172733.jpg,0,0,0,0,1,a woman with a smile.
9963,172734.jpg,0,0,0,0,1,person is a model and actress.
9964,172735.jpg,0,0,0,0,1,"person , the first woman to win award category."
9965,172736.jpg,0,0,1,1,1,actor arrives at the premiere.
9966,172737.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
9967,172738.jpg,0,0,0,0,1,actor is the new face of person.
9968,172739.jpg,1,1,2,0,1,actor at the premiere of comedy.
9969,172740.jpg,0,0,0,0,1,tennis player with her new trophy.
9970,172741.jpg,0,0,1,1,1,basketball player is the latest player to be named in the draft.
9971,172742.jpg,0,0,1,1,1,"person , the former chief executive , speaks during a news conference."
9972,172743.jpg,0,1,2,0,0,actor at the premiere of romantic comedy film.
9973,172744.jpg,0,0,1,1,1,actor is the face of person.
9974,172745.jpg,0,0,1,1,1,person is a young man who has been living with his parents.
9975,172746.jpg,0,0,0,0,1,actor at the premiere of science fiction film.
9976,172747.jpg,1,1,2,0,1,actor in a publicity portrait from the film.
9977,172748.jpg,0,0,0,0,1,actor is the face of beauty.
9978,172749.jpg,0,1,2,0,0,actor is the new face of person.
9979,172750.jpg,0,0,1,1,1,actor - the man of my dreams.
9980,172751.jpg,1,0,0,0,0,"person , who is the daughter of person , is shown in this undated image."
9981,172752.jpg,0,0,0,0,1,"person , a former member , is one of the women who will compete."
9982,172753.jpg,0,0,1,1,1,portrait of the artist as he poses.
9983,172754.jpg,0,0,0,0,1,actor at the premiere of film.
9984,172755.jpg,0,0,1,1,1,actor with a very short hair.
9985,172756.jpg,1,1,2,0,1,"person , who was born with a rare genetic condition , has been battling the disease."
9986,172757.jpg,0,0,1,1,1,person is a former contestant.
9987,172758.jpg,0,0,0,0,1,person is the first female to win the gold medal in the women 's gymnastics.
9988,172759.jpg,1,1,2,0,1,actor attends the premiere during festival.
9989,172760.jpg,0,0,1,1,1,"actor , who is the son of actor , has died at age."
9990,172761.jpg,0,0,0,0,1,actor at the premiere of film.
9991,172762.jpg,0,0,0,0,1,person is a model and actress.
9992,172763.jpg,0,0,1,1,1,actor at the premiere of romance film.
9993,172764.jpg,0,0,0,0,1,person is the first person to be evicted from tv soap opera.
9994,172765.jpg,0,0,1,1,1,actor at the premiere of thriller film.
9995,172766.jpg,0,0,0,0,1,actor with a beautiful face.
9996,172767.jpg,0,0,0,0,1,actor in a scene from the movie.
9997,172768.jpg,0,0,1,1,1,"person , a former contestant , is the new face of person."
9998,172769.jpg,0,0,0,0,1,actor was a beautiful actress and actress.
9999,172770.jpg,0,0,1,1,1,hip hop artist at awards.
10000,172771.jpg,0,0,1,1,1,"person , a former football player , is one of the most decorated players in history."
10001,172772.jpg,0,0,0,0,1,actor is a model and actress.
10002,172773.jpg,0,1,2,0,0,"person , the girl who was born with a rare genetic condition."
10003,172774.jpg,0,0,1,1,1,actor poses during a portrait session at festival.
10004,172775.jpg,0,0,0,0,1,actor attends the premiere during festival at person.
10005,172776.jpg,0,0,1,1,1,"person , who was the man who was arrested."
10006,172777.jpg,0,0,0,0,1,"actor is a model , actress and actress."
10007,172778.jpg,0,0,0,0,1,pop artist at the premiere.
10008,172779.jpg,0,0,1,1,1,actor as military commander in the film.
10009,172780.jpg,0,0,0,0,1,a girl with a traditional hat.
10010,172781.jpg,0,0,1,1,1,actor at the premiere of science fiction film.
10011,172782.jpg,0,0,1,1,1,"person , pictured with his hair cut short , was a man of many talents."
10012,172783.jpg,0,0,0,0,1,"actor , who is the daughter of actor , has been named person."
10013,172784.jpg,1,1,2,0,1,short hairstyles for round faces : short hairstyles for round faces that are easy to style.
10014,172785.jpg,0,0,1,1,1,tennis player reacts during his men 's singles second round match against tennis player on day.
10015,172786.jpg,0,0,1,1,1,actor arrives at the premiere.
10016,172787.jpg,0,0,1,1,1,actor is the new face of person.
10017,172788.jpg,0,0,1,1,1,football player with his hair in a bun.
10018,172789.jpg,0,0,0,0,1,actor at the premiere of thriller film.
10019,172790.jpg,1,1,2,0,1,actor with her hair in a bob.
10020,172791.jpg,1,1,3,1,1,person is a man with a passion for hair.
10021,172792.jpg,0,0,0,0,1,i love the hair color.
10022,172793.jpg,0,0,1,1,1,actor attends the premiere of the film.
10023,172794.jpg,0,0,1,1,1,actor at the premiere of romance film.
10024,172795.jpg,0,0,1,1,1,film director attends the premiere.
10025,172796.jpg,0,0,1,1,1,"person , who was born and raised , has been a player for sports team."
10026,172797.jpg,0,0,1,1,1,"person , a man with a beard."
10027,172798.jpg,0,0,0,0,1,actor arrives at the premiere.
10028,172799.jpg,0,0,0,0,1,"person , a native , is a model and actress."
10029,172800.jpg,0,0,0,0,1,actor with a wavy hairstyle.
10030,172801.jpg,0,0,1,1,1,pop artist in a suit.
10031,172802.jpg,0,0,0,0,1,rhythm and blues artist performs on stage.
10032,172803.jpg,0,0,1,1,1,actor is a man of many talents.
10033,172804.jpg,0,0,1,1,1,person is one of the most highly - rated players in the country.
10034,172805.jpg,0,0,1,1,1,"person , a professor of biology."
10035,172806.jpg,0,0,1,1,1,"person , who was the first person to be elected as a mp."
10036,172807.jpg,0,0,1,1,1,"actor - i 'm not sure what this is , but he looks like a man."
10037,172808.jpg,0,0,1,1,1,person is a natural beauty.
10038,172809.jpg,0,0,1,1,1,actor arrives at the premiere.
10039,172810.jpg,0,0,1,1,1,"actor , who plays person in the film , has died."
10040,172811.jpg,0,0,0,0,1,"actor is a model , actress and actress."
10041,172812.jpg,0,0,1,1,1,"person , a former chief executive , is among the richest people in the country."
10042,172813.jpg,0,0,0,0,1,actor at the premiere of thriller film.
10043,172814.jpg,0,0,1,1,1,person is the youngest player to win a major.
10044,172815.jpg,0,0,0,0,1,actor is the face of person.
10045,172816.jpg,0,0,1,1,1,"person , who is the only person to have been born with a deaf ear , has been performing."
10046,172817.jpg,0,0,0,0,1,actor with a wavy hairstyle.
10047,172818.jpg,0,0,1,1,1,basketball player reacts during the first half of a college basketball game against university.
10048,172819.jpg,0,0,0,0,1,actor arrives at the premiere.
10049,172820.jpg,1,1,2,0,1,"person , a model , has been named person."
10050,172821.jpg,0,0,1,1,1,actor at the premiere of romance film.
10051,172822.jpg,0,0,0,0,1,actor is the face of person.
10052,172823.jpg,0,0,0,0,1,i want my hair like this !.
10053,172824.jpg,1,1,2,0,1,"person , a model , has been named person."
10054,172825.jpg,1,0,0,0,0,person is the new face of person.
10055,172826.jpg,0,0,1,1,1,"person , who won the men 's - meter individual medley final on saturday , watches the action from the sidelines."
10056,172827.jpg,0,0,1,1,1,"person , a retired firefighter , is shown in this undated file photo."
10057,172828.jpg,0,0,0,0,1,i love the look of this hair.
10058,172829.jpg,0,0,0,0,1,pop artist with a red hair.
10059,172830.jpg,0,0,0,0,1,"person , a singer , photographed by person."
10060,172831.jpg,0,0,0,0,1,actor at the premiere of film.
10061,172832.jpg,0,0,1,1,1,"person , a boy , has been named person."
10062,172833.jpg,0,0,1,1,1,"person , a professor of biology , is shown in this file photo."
10063,172834.jpg,1,1,2,0,1,"person , the girl who was born with a rare genetic condition."
10064,172835.jpg,0,0,1,1,1,person is the only player to have won the title.
10065,172836.jpg,0,0,0,0,1,i want a flower like this for my hair.
10066,172837.jpg,0,0,0,0,1,a model wears a headscarf during the fashion show.
10067,172838.jpg,0,0,0,0,1,person is a model and actress.
10068,172839.jpg,1,1,3,1,1,"actor is a man with a very long , wavy hair."
10069,172840.jpg,0,0,0,0,1,actor arrives at the premiere.
10070,172841.jpg,0,0,1,1,1,american football player is one of the most talented players in the league.
10071,172842.jpg,0,0,1,1,1,actor - the man with the most beautiful hair.
10072,172843.jpg,0,0,1,1,1,"person , a man with a beard."
10073,172844.jpg,0,0,1,1,1,actor - i love the face on this one.
10074,172845.jpg,0,0,1,1,1,actor is a man of many talents.
10075,172846.jpg,0,0,0,0,1,i love the color of her hair.
10076,172847.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
10077,172848.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
10078,172849.jpg,1,1,2,0,1,person is the new face of person.
10079,172850.jpg,0,0,0,0,1,actor in a scene from the movie.
10080,172851.jpg,0,0,0,0,1,wallpaper probably with a portrait called actor.
10081,172852.jpg,0,0,0,0,1,"person , a model , with her hair cut into a bob."
10082,172853.jpg,0,1,2,0,0,short hairstyles for women that are short.
10083,172854.jpg,0,0,1,1,1,american football player speaks during a news conference.
10084,172855.jpg,0,0,0,0,1,actor in a red bikini.
10085,172856.jpg,0,0,1,1,1,actor at the premiere of thriller film.
10086,172857.jpg,1,1,2,0,1,"person , the girl who was born with a rare genetic condition."
10087,172858.jpg,0,0,0,0,1,actor arrives at the premiere.
10088,172859.jpg,1,1,2,0,1,person is the face of person.
10089,172860.jpg,0,0,1,1,1,soccer player is the only player to have scored goals in all competitions.
10090,172861.jpg,0,0,0,0,1,actor is the face of beauty.
10091,172862.jpg,0,0,0,0,1,i 'm not a fan of hair but i love the color.
10092,172863.jpg,0,0,1,1,1,person is a singer and songwriter.
10093,172864.jpg,0,0,1,1,1,"person , a native , is one of the men who have been selected to play."
10094,172865.jpg,0,1,2,0,0,"person , who was found with a broken jaw and a broken jaw , was found in a bathroom."
10095,172866.jpg,0,0,1,1,1,actor at the premiere of thriller film.
10096,172867.jpg,1,1,2,0,1,actor is a model and actress.
10097,172868.jpg,0,0,1,1,1,actor attends the premiere of season.
10098,172869.jpg,0,0,0,0,1,"person , a model and actress , was a model and actress."
10099,172870.jpg,0,0,1,1,1,a man is seen in this undated image.
10100,172871.jpg,0,0,0,0,1,"i 'm not a fan of the color , but i love the eyes."
10101,172872.jpg,0,0,1,1,1,actor wearing a hat and sunglasses.
10102,172873.jpg,0,0,0,0,1,pop artist performs on stage.
10103,172874.jpg,0,0,0,0,1,"actor , the girl who played the role of film character in the movie."
10104,172875.jpg,0,0,1,1,1,person has been named person.
10105,172876.jpg,0,0,1,1,1,actor is a man of many talents.
10106,172877.jpg,0,0,1,1,1,wallpaper probably with a portrait called actor.
10107,172878.jpg,1,1,2,0,1,i love the hair color and the style of this girl.
10108,172879.jpg,0,0,1,1,1,"person , the man who has been dubbed the most dangerous man in the world."
10109,172880.jpg,1,1,3,1,1,person is the new face of person.
10110,172881.jpg,1,1,2,0,1,"person , pictured with her hair in a bob , was found in a bedroom."
10111,172882.jpg,0,0,1,1,1,"person , was a teenager when he was attacked by a dog."
10112,172883.jpg,0,0,0,0,1,actor is the face of person.
10113,172884.jpg,1,1,2,0,1,the best blush looks to try for fall.
10114,172885.jpg,0,0,1,1,1,actor - i love his hair.
10115,172886.jpg,0,0,1,1,1,wallpaper possibly with a portrait titled person.
10116,172887.jpg,0,0,1,1,1,actor is a former contestant on reality tv program.
10117,172888.jpg,0,0,0,0,1,person reacts after a point against country during the first round.
10118,172889.jpg,0,0,0,0,1,"person , who has been battling cancer , has been making the rounds on social media."
10119,172890.jpg,0,0,1,1,1,"person , who was also the founder of the party , was arrested on sunday."
10120,172891.jpg,0,0,1,1,1,"person , the first woman to be elected president."
10121,172892.jpg,0,0,0,0,1,actor with her hair in a bob.
10122,172893.jpg,0,0,1,1,1,"person and his wife , pictured at the wedding of person."
10123,172894.jpg,1,1,2,0,1,actor at the premiere of thriller film.
10124,172895.jpg,1,1,2,0,1,"person , who was the first person to be evicted from her home , has been living in a-bedroom house."
10125,172896.jpg,0,0,0,0,1,actor is a beauty queen.
10126,172897.jpg,0,0,1,1,1,person at the premiere of comedy film.
10127,172898.jpg,0,0,0,0,1,actor has been named the face of the campaign.
10128,172899.jpg,0,0,0,0,1,actor in a cowboy hat.
10129,172900.jpg,0,0,1,1,1,a man with a beard.
10130,172901.jpg,0,0,0,0,1,actor with a new haircut.
10131,172902.jpg,0,0,1,1,1,"person , a former contestant , has been named person."
10132,172903.jpg,0,0,0,0,1,actor - i love her eyes and hair.
10133,172904.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
10134,172905.jpg,0,0,1,1,1,actor attends a press conference.
10135,172906.jpg,0,0,0,0,1,actor is a model and actress.
10136,172907.jpg,0,0,1,1,1,actor is a man of many talents.
10137,172908.jpg,0,0,1,1,1,actor arrives at the premiere.
10138,172909.jpg,0,0,1,1,1,actor is the latest actor to appear in the new movie.
10139,172910.jpg,1,1,2,0,1,"person , a resident , has been using a water bottle for years."
10140,172911.jpg,1,1,2,0,1,actor arrives at the premiere.
10141,172912.jpg,0,0,0,0,1,the most popular hairstyles of the80s.
10142,172913.jpg,0,0,0,0,1,"person , a student , was arrested after she allegedly said she was told she was going to be fired."
10143,172914.jpg,1,1,2,0,1,actor is the face of person.
10144,172915.jpg,0,0,1,1,1,football player is the only player to have scored goals in a single season.
10145,172916.jpg,1,1,2,0,1,actor with a wavy hairstyle.
10146,172917.jpg,0,0,1,1,1,"person , a retired teacher , is shown in this undated file photo."
10147,172918.jpg,0,0,1,1,1,actor attends the premiere at festival.
10148,172919.jpg,0,0,0,0,1,"person , a former contestant , is shown in this undated photo."
10149,172920.jpg,0,0,1,1,1,actor attends the premiere of film.
10150,172921.jpg,0,0,1,1,1,"i 'm not a fan of the hair , but i love the eyes."
10151,172922.jpg,0,0,1,1,1,"actor , who plays person in the film , has died at age."
10152,172923.jpg,0,0,1,1,1,actor at the premiere of romance film.
10153,172924.jpg,1,1,2,0,1,actor at the premiere of romance film.
10154,172925.jpg,0,0,0,0,1,actor attends the premiere of the film.
10155,172926.jpg,0,0,1,1,1,american football player is a football player.
10156,172927.jpg,0,0,0,0,1,i love the hair color.
10157,172928.jpg,0,0,0,0,1,"person , who is the daughter of person , has been living with her mother."
10158,172929.jpg,0,0,1,1,1,"person , who was arrested after a fight with a female friend , was released."
10159,172930.jpg,0,0,0,0,1,"person , a girl who was shot in the head."
10160,172931.jpg,0,0,1,1,1,"actor , the man behind the voices."
10161,172932.jpg,0,0,0,0,1,actor in a scene from the movie.
10162,172933.jpg,0,0,0,0,1,"actor , the girl who played person in the movie."
10163,172934.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
10164,172935.jpg,0,0,1,1,1,"person , who was arrested for driving under the influence , is shown in this undated file photo."
10165,172936.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
10166,172937.jpg,0,0,1,1,1,american football player was a player for sports team.
10167,172938.jpg,1,1,2,0,1,actor at the premiere of comedy.
10168,172939.jpg,0,0,1,1,1,actor is a man of many talents.
10169,172940.jpg,0,0,0,0,1,actor arrives at the premiere.
10170,172941.jpg,0,0,1,1,1,"actor , the man who made me cry."
10171,172942.jpg,1,1,2,0,1,actor at the premiere of comedy.
10172,172943.jpg,0,0,1,1,1,musical artist appears at a news conference to promote his new album.
10173,172944.jpg,0,0,1,1,1,football player looks on during the match.
10174,172945.jpg,0,0,0,0,1,person : the beauty was seen sporting a pair of sunglasses.
10175,172946.jpg,0,0,1,1,1,actor is a man of many talents.
10176,172947.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
10177,172948.jpg,0,0,0,0,1,"person , the model and fashion designer."
10178,172949.jpg,0,1,2,0,0,"person , a former contestant , is shown in this undated file photo."
10179,172950.jpg,0,0,1,1,1,actor is a man of many talents.
10180,172951.jpg,0,0,1,1,1,"person , a singer , is a singer and songwriter."
10181,172952.jpg,0,0,0,0,1,actor in a scene from the movie.
10182,172953.jpg,0,0,1,1,1,person is a former contestant.
10183,172954.jpg,0,0,1,1,1,actor at the premiere of comedy.
10184,172955.jpg,0,0,1,1,1,tennis player reacts after losing a point to tennis player during the men 's singles final match.
10185,172956.jpg,0,0,0,0,1,person is a model and actress.
10186,172957.jpg,0,0,0,0,1,actor attends the fashion show during fashion week.
10187,172958.jpg,0,0,1,1,1,actor attends the premiere of season.
10188,172959.jpg,0,0,0,0,1,actor attends the premiere of season.
10189,172960.jpg,0,0,1,1,1,actor at the premiere of thriller film.
10190,172961.jpg,0,0,0,0,1,actor with her hair in a bob.
10191,172962.jpg,0,0,1,1,1,olympic athlete reacts after swimming in the men 's 200m backstroke final.
10192,172963.jpg,1,1,2,0,1,person attends the premiere of the film.
10193,172964.jpg,0,0,0,0,1,"person , a native , has been selected to show."
10194,172965.jpg,0,0,0,0,1,actor at the premiere of film.
10195,172966.jpg,0,0,1,1,1,professional boxer is a former professional boxer.
10196,172967.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
10197,172968.jpg,0,0,0,0,1,actor at the premiere of thriller film.
10198,172969.jpg,0,0,0,0,1,"person , a former teacher , is shown in this undated file photo."
10199,172970.jpg,0,0,0,0,1,i love the look of this hair.
10200,172971.jpg,0,0,1,1,1,"person , a retired teacher , is shown in this undated file photo."
10201,172972.jpg,0,0,1,1,1,actor attends the premiere of season.
10202,172973.jpg,0,0,0,0,1,person with a long hair.
10203,172974.jpg,0,1,2,0,0,a woman with long hair.
10204,172975.jpg,0,0,1,1,1,actor with a baby boy.
10205,172976.jpg,0,0,0,0,1,actor with her hair in a bob.
10206,172977.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
10207,172978.jpg,0,0,0,0,1,person is the new face of person.
10208,172979.jpg,0,0,0,0,1,"person , pictured with her hair cut short , said she was."
10209,172980.jpg,0,0,0,0,1,"person , a model , is the first person to be named person."
10210,172981.jpg,0,0,1,1,1,"person , the ceo of business , has been named as the new ceo."
10211,172982.jpg,0,0,0,0,1,actor - i love her hair and makeup.
10212,172983.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
10213,172984.jpg,0,0,0,0,1,actor in a hat with a hat.
10214,172985.jpg,0,0,1,1,1,"person , who was arrested for driving with a suspended license , has been living."
10215,172986.jpg,0,0,0,0,1,actor at the premiere of film.
10216,172987.jpg,0,0,1,1,1,actor at the premiere of thriller film.
10217,172988.jpg,0,0,1,1,1,"person , a former football player , died after a long battle with cancer."
10218,172989.jpg,0,0,1,1,1,football player is the only player to have scored goals in all competitions.
10219,172990.jpg,0,0,0,0,1,"actor , the girl who played person in tv sitcom."
10220,172991.jpg,0,0,0,0,1,"person , who is now a mum , said she was shocked to learn she had been given the treatment."
10221,172992.jpg,0,0,1,1,1,actor attends the premiere of the film.
10222,172993.jpg,0,0,1,1,1,football player is a former player.
10223,172994.jpg,0,0,0,0,1,"person , who was born with a rare genetic condition , has been battling the condition."
10224,172995.jpg,0,0,1,1,1,actor as person in the movie.
10225,172996.jpg,0,0,0,0,1,actor arrives at the premiere.
10226,172997.jpg,0,0,0,0,1,actor at the premiere of thriller film.
10227,172998.jpg,0,0,0,0,1,the most beautiful hair in the world.
10228,172999.jpg,1,1,2,0,1,actor with a big smile.
10229,173000.jpg,0,0,1,1,1,person is a man of many talents.
10230,173001.jpg,0,0,1,1,1,actor at the premiere of comedy.
10231,173002.jpg,0,0,1,1,1,actor at the premiere of animation film.
10232,173003.jpg,0,0,1,1,1,"actor , who plays film character in the film , has died at 66."
10233,173004.jpg,0,0,1,1,1,"person , a former candidate for politician , speaks during a campaign event."
10234,173005.jpg,0,0,1,1,1,actor at the premiere of science fiction film.
10235,173006.jpg,1,1,2,0,1,a woman with long hair.
10236,173007.jpg,0,0,0,0,1,"person , who was the first woman to be elected as a mp , with a hat."
10237,173008.jpg,0,0,1,1,1,a man with a bald head.
10238,173009.jpg,0,0,1,1,1,hip hop artist poses for a portrait.
10239,173010.jpg,0,0,0,0,1,"politician , who is the first woman to be elected president , is seen during a news conference."
10240,173011.jpg,0,0,1,1,1,"politician , who is the president , has been accused of corruption."
10241,173012.jpg,0,0,0,0,1,actor is the face of beauty.
10242,173013.jpg,0,0,1,1,1,actor at the premiere of comedy.
10243,173014.jpg,0,0,0,0,1,actor in a red dress.
10244,173015.jpg,0,0,1,1,1,football player looks on during the match.
10245,173016.jpg,0,0,1,1,1,"person , the guitarist of the band."
10246,173017.jpg,0,0,0,0,1,"actor is a model , actress and actress."
10247,173018.jpg,0,0,0,0,1,"person , left , and person , right , are both from the same family."
10248,173019.jpg,0,0,1,1,1,baseball player is the only player to have played in a single game.
10249,173020.jpg,0,0,1,1,1,person was arrested after he allegedly punched a woman in the face.
10250,173021.jpg,0,0,0,0,1,"person , who was the first person to be diagnosed with the condition , has been working as a beautician."
10251,173022.jpg,0,0,0,0,1,rhythm and blues artist arrives at the premiere.
10252,173023.jpg,0,0,1,1,1,person is a man of many talents.
10253,173024.jpg,0,0,0,0,1,actor in a wet hair.
10254,173025.jpg,1,1,2,0,1,"actor , the girl who played film character in the film."
10255,173026.jpg,0,0,0,0,1,actor as tv character in tv drama.
10256,173027.jpg,1,1,2,0,1,"person , the wife of actor , was a very successful actress and model."
10257,173028.jpg,0,0,1,1,1,"person , who was the first person to be evicted from the house , has died."
10258,173029.jpg,0,1,3,1,0,football player is the latest player to be linked with a move.
10259,173030.jpg,1,1,2,0,1,actor in a scene from the movie.
10260,173031.jpg,0,0,0,0,1,"person , a native , is the new face of person."
10261,173032.jpg,0,0,1,1,1,coach looks on during a media opportunity.
10262,173033.jpg,0,0,0,0,1,i want my hair like this !.
10263,173034.jpg,0,0,1,1,1,"actor , the man who played film character in the movie."
10264,173035.jpg,0,0,0,0,1,actor at the premiere of romance film.
10265,173036.jpg,0,0,0,0,1,"actor is a model , actress and actress."
10266,173037.jpg,0,0,1,1,1,"person , a professor of history and political science , is a professor of history and political science."
10267,173038.jpg,1,1,2,0,1,actor arrives at the premiere.
10268,173039.jpg,1,1,2,0,1,actor arrives at the premiere.
10269,173040.jpg,1,1,2,0,1,"i 'm not a fan of the bangs , but i love the hair."
10270,173041.jpg,0,0,0,0,1,i love the color of her hair.
10271,173042.jpg,0,0,0,0,1,"person , a native , is a native who has been living."
10272,173043.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
10273,173044.jpg,0,0,1,1,1,"actor from the movie , directed by film director."
10274,173045.jpg,0,0,1,1,1,actor with a mohawk and a beard.
10275,173046.jpg,0,0,0,0,1,"person , who has been battling cancer , has been making the most of her new hair."
10276,173047.jpg,0,0,0,0,1,"person , a girl who was diagnosed with cancer , is pictured."
10277,173048.jpg,0,1,2,0,0,actor in a scene from the movie.
10278,173049.jpg,0,0,0,0,1,i want my hair like this !.
10279,173050.jpg,1,1,2,0,1,i love the hair color and the bangs.
10280,173051.jpg,0,0,1,1,1,"person , a former contestant , is shown at the opening."
10281,173052.jpg,0,0,1,1,1,actor arrives at the premiere.
10282,173053.jpg,0,0,0,0,1,rhythm and blues artist performs during the concert.
10283,173054.jpg,1,1,2,0,1,"person , who is the daughter of person , said she was shocked to see the footage."
10284,173055.jpg,1,1,2,0,1,person is a model and actress.
10285,173056.jpg,0,0,0,0,1,"person was a very attractive woman , but she was also a very dangerous person."
10286,173057.jpg,0,0,1,1,1,actor at the premiere of thriller film.
